_addr,_desc,INC_DATE,lat,lng,elevation
1730 S MILL AVE Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Undetermined",2023-04-16,33.409203,-111.9407827,354.8309020996094
440 E ALAMEDA DR Tempe AZ 85282,"Number of Residential Units: 1.0
Area of Origin: Vehicle storage area; garage, carport
Heat Source: Heat from powered equipment, other
Item First Ignited: Flammable liquid/gas - uncontained
Type of Material: Natural gas
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1700.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-04-18,33.4004654,-111.930326,358.7306213378906
1404 E MANHATTON DR Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Cooking area, kitchen
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Box, carton, bag, basket, barrel
Type of Material: Wood or paper, processed, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Heat source too close to combustibles.
Equipment Involved: Stove, heating
Suppression Factors #1: Significant fuel load from man-made condition.
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 2600.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Cabinetry (including built-in)
Type Material Contributing Most To Spread: Cardboard
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2023-04-20,33.3886597,-111.9153535,361.7567138671875
705 S RURAL RD Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: Present",2023-04-22,33.4235738,-111.9258324,355.8038940429688
1216 E VISTA DEL CERRO DR Tempe AZ 85281,"Number of Residential Units: 10.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Acres Burned: 0.0
Area of Origin: Wall assembly
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 10880.0
Fire Origin (starting story): 2.0
Detector Presence: Undetermined
AES Presence: None Present",2023-04-26,33.4097368,-111.9197296,357.790771484375
910 E LEMON ST Tempe AZ 85281,"Number of Residential Units: 38.0
Number of Buildings Involved: 1.0
Acres Burned: 0.0
Area of Origin: Service facilities, other
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Undetermined
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other
Equipment Involved: Clothes dryer
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 18991.0
Fire Origin (starting story): 2.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Failed to Operate
Detector Failure Reason: Defective
AES Presence: None Present",2023-04-26,33.4174867,-111.9254319,358.1042785644531
2112 E FREMONT DR Tempe AZ 85282,"Number of Residential Units: 1.0
Area of Origin: Outside area, other
Heat Source: Hot ember or ash
Item First Ignited: Furniture, utensils, other
Type of Material: Plastic
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Other factor contributed to ignition",2023-04-28,33.3831151,-111.8958455,363.3108215332031
2112 S FREEDOM WAY Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-04-28,33.4339545,-111.8968037,362.9925842285156
410 E FREMONT DR Tempe AZ 85282,"Number of Residential Units: 0.0
Area of Origin: Courtyard, patio, porch, terrace
Heat Source: Hot ember or ash
Item First Ignited: Cooking materials, including edible materials
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Failure to clean",2023-04-29,33.3823348,-111.9331287,358.7738037109375
1310 W 5TH ST Tempe AZ 85281,"Number of Residential Units: 2.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Courtyard, patio, porch, terrace
Heat Source: Arcing
Item First Ignited: Item First Ignited, Other
Type of Material: Multiple types of material
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Electrical failure, malfunction, other
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1792.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Item First Ignited, Other
Type Material Contributing Most To Spread: Sawn wood, including all finished lumber
Detector Presence: None Present
AES Presence: None Present",2023-05-03,33.4257548,-111.9596463,350.5997314453125
999 E BASELINE RD Tempe AZ 85283,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Exterior balcony, unenclosed porch
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 4.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 593.0
Fire Origin (starting story): 3.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-05-03,33.3777739,-111.924819,360.6966552734375
800 E SOUTHERN AVE Tempe AZ 85282,"Not Residential Flag: True
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-05-05,33.3937987,-111.9278428,360.21240234375
6507 S HARDY DR Tempe AZ 85283,"Area of Origin: Highway, parking lot, street: on or near
Heat Source: Backfire from internal combustion engine
Item First Ignited: Flammable liquid/gas - in/from engine or burner
Type of Material: Flammable gas, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Misuse of material or product, other",2023-05-06,33.3632699,-111.9529511,370.9889221191406
134 E RIVIERA DR Tempe AZ 85282,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-05-06,33.3866429,-111.9368642,358.7705993652344
150 E MARIGOLD DR Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional",2023-05-06,33.4473361,-111.9431436,378.6544494628906
108 E UNIVERSITY DR Tempe AZ 85281,"Number of Residential Units: 198.0
Number of Buildings Involved: 1.0
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 14.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 170000.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Detectors Present
Detector Type: More than 1 type present
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 1.0",2023-05-08,33.4222008,-111.9377321,355.7795715332031
1209 E MARIGOLD LN Tempe AZ 85281,"Number of Residential Units: 0.0
Area of Origin: Other
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Other factor contributed to ignition
Human Factors #6: Multiple persons involved",2023-05-09,33.4478071,-111.9194721,362.388671875
1475 W ELLIOT RD Tempe AZ 85284,"Not Residential Flag: True
Number of Buildings Involved: 1.0
Area of Origin: Cooking area, kitchen
Heat Source: Radiated heat from another fire
Item First Ignited: Flammable liquid/gas - in/from engine or burner
Type of Material: Natural gas
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 5419.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Flammable liquid/gas - in/from final container
Type Material Contributing Most To Spread: Natural gas
Detector Presence: Detectors Present
Detector Type: More than 1 type present
Detector Power: Multiple detectors and power supplies
Detector Operation: Fire too small to operate
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate",2023-05-11,33.3486534,-111.9626165,377.0832214355469
1475 W ELLIOT RD Tempe AZ 85284,"Number of Residential Units: 0.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
On Site Materials #1: Undetermined
Material Storage Use #1: Undetermined
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-05-11,33.3486534,-111.9626165,377.0832214355469
401 W ORION ST Tempe AZ 85283,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-05-13,33.3650986,-111.9439647,363.7864379882812
401 W ORION ST Tempe AZ 85283,"Number of Residential Units: 0.0
Not Residential Flag: True
Number of Buildings Involved: 1.0
Acres Burned: 0.0
On Site Materials #1: Machinery, tools, other
Material Storage Use #1: Bulk storage or warehousing
Area of Origin: Ceiling & floor assembly, crawl space b/t stories
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Evaporative cooler, cooling tower.
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 1.0
Total Square Feet: 4075.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: No occupants
AES Presence: None Present",2023-05-13,33.3650986,-111.9439647,363.7864379882812
6375 S KYRENE RD Tempe AZ 85283,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-05-14,33.3640417,-111.945275,364.5413818359375
4839 S DARROW DR Tempe AZ 85282,"Number of Residential Units: 24.0
Number of Buildings Involved: 1.0
Area of Origin: Exterior balcony, unenclosed porch
Heat Source: Cigarette
Item First Ignited: Structural component or finish, other
Type of Material: Sawn wood, including all finished lumber
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Abandoned or discarded materials or products
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 13000.0
Fire Origin (starting story): 2.0
Item Contributing Most to Spread: Structural component or finish, other
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Unknown
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-05-16,33.381191,-111.9602408,365.3360290527344
4130 S MILL AVE Tempe AZ 85282,"Number of Residential Units: 12.0
Number of Buildings Involved: 1.0
Area of Origin: Bathroom, checkroom, lavatory, locker room
Heat Source: Heat from powered equipment, other
Item First Ignited: Undetermined
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Undetermined
Cause of Ignition: Failure of equipment or heat source
Equipment Involved: Undetermined
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 5890.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Unknown
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-05-17,33.3866141,-111.9400681,358.1246643066406
1150 E UNIVERSITY DR Tempe AZ 85281,"Area of Origin: Cargo/trunk area - all vehicles
Heat Source: Hot or smoldering object, other
Item First Ignited: Oily rags
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-05-18,33.4230594,-111.9205735,357.0660400390625
7343 S HARDY DR Tempe AZ 85283,"Not Residential Flag: True
On Site Materials #1: Medical supply
Material Storage Use #1: Processing or manufacturing
Area of Origin: Shipping/receiving area; loading area, dock or bay
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Misuse of material or product, other
Equipment Involved: Battery
Suppression Factors #1: Chute: rubbish, garbage, laundry",2023-05-19,33.3521611,-111.9518765,369.7943420410156
2116 E DONNER DR Tempe AZ 85282,"Number of Residential Units: 2.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Courtyard, patio, porch, terrace
Heat Source: Hot or smoldering object, other
Item First Ignited: Light vegetation - not crop, including grass
Type of Material: Natural product, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: High wind
Equipment Involved: Grill, hibachi, barbecue
Fire Spread: Beyond building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1555.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Structural component or finish, other
Type Material Contributing Most To Spread: Sawn wood, including all finished lumber
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Failed to Operate
Detector Failure Reason: Undetermined
AES Presence: None Present",2023-05-29,33.3792594,-111.896595,363.9347534179688
1115 E LEMON ST Tempe AZ 85281,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Cooking materials, including edible materials
Type of Material: Multiple types of material
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Heat source too close to combustibles.
Human Factors #3: Unattended or unsupervised person
Equipment Involved: Stove, heating
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 4.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 600.0
Fire Origin (starting story): 4.0
Item Contributing Most to Spread: Cabinetry (including built-in)
Type Material Contributing Most To Spread: Fiberboard, particleboard, and hardboard
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: No occupants
AES Presence: None Present",2023-05-29,33.4159083,-111.9208474,358.7189331054688
2304 E RANDALL DR Tempe AZ 85281,"Number of Residential Units: 2.0
Area of Origin: Courtyard, patio, porch, terrace
Heat Source: Heat source: other
Item First Ignited: Appliance housing or casing
Type of Material: LP gas
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Heat source too close to combustibles.
Human Factors #3: Unattended or unsupervised person",2023-05-30,33.4196521,-111.8895737,363.3218078613281
923 W LAGUNA DR Tempe AZ 85282,"Number of Residential Units: 1.0
Area of Origin: Roof surface: exterior
Heat Source: Heat from powered equipment, other
Item First Ignited: Item First Ignited, Other
Type of Material: Plywood
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Electrical failure, malfunction, other",2023-05-31,33.39082,-111.951949,356.4297790527344
1003 W WASHINGTON ST Tempe AZ 85281,"Number of Residential Units: 300.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Cooking area, kitchen
Heat Source: Hot or smoldering object, other
Item First Ignited: Item First Ignited, Other
Type of Material: Plastic
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Accidentally turned on, not turned off
Equipment Involved: Range, stove with/without oven, cooking surface
Suppression Factors #1: Alarm System inappropriately shut off
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 3.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1000.0
Fire Origin (starting story): 3.0
Type Material Contributing Most To Spread: Plastic
Detector Presence: None Present
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 1.0",2023-06-01,33.438821,-111.9525286,351.4810180664062
1221 E APACHE BLVD Tempe AZ 85281,"Number of Residential Units: 400.0
Number of Buildings Involved: 1.0
Acres Burned: 0.0
Area of Origin: Cooking area, kitchen
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Cooking materials, including edible materials
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Cooking oil, transformer or lubricating oil
Cause of Ignition: Unintentional
Equipment Involved: Stove, heating
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 5.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1000.0
Fire Origin (starting story): 2.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: No occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate",2023-06-01,33.4143976,-111.9187573,359.6882934570312
1215 S 52ND ST Tempe AZ 85281,"On Site Materials #1: On-site materials, other
Material Storage Use #1: Processing or manufacturing
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 30000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Combination smoke - heat
Detector Power: Plug in
Detector Operation: Operated
Detector Effectiveness: Occupants failed to respond
AES Presence: Present",2023-06-03,33.4155566,-111.9688467,349.0290222167969
1707 E SOUTHERN AVE Tempe AZ 85282,"On Site Materials #1: Food, other
Material Storage Use #1: Packaged goods for sale
Area of Origin: Other
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Other factor contributed to ignition
Fire Spread: Beyond building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 3000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: Present",2023-06-09,33.3926181,-111.9110577,361.8401489257812
1451 S CEDAR ST Tempe AZ 85281,"Number of Residential Units: 0.0
Number of Buildings Involved: 0.0
Less Than One Acre: True
Area of Origin: Outside area, other
Heat Source: Hot or smoldering object, other
Item First Ignited: Heavy vegetation - not crop, including trees
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Arc, spark from operating equipment
Human Factors #6: Multiple persons involved",2023-06-09,33.4124493,-111.9153935,359.0532531738281
1447 E CEDAR ST Tempe AZ 85281,"Number of Residential Units: 10.0
Number of Buildings Involved: 10.0
Less Than One Acre: True
Area of Origin: Equipment or service area, other
Heat Source: Heat from powered equipment, other
Item First Ignited: Light vegetation - not crop, including grass
Type of Material: Natural product, other
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: High wind
Suppression Factors #1: Poor or no access for fire department apparatus",2023-06-09,33.4114294,-111.914737,359.4625244140625
1433 S JENTILLY LN Tempe AZ 85281,"Number of Residential Units: 2.0
Number of Buildings Involved: 1.0
Less Than One Acre: True
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Undetermined",2023-06-10,33.4112254,-111.9231074,358.3323059082031
1919 E APOLLO AVE Tempe AZ 85283,"Number of Residential Units: 1.0
Acres Burned: 0.0
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Unintentional",2023-06-11,33.3699122,-111.9050327,363.3460693359375
900 S MITCHELL DR Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: Undetermined
Building Height: Stories Above Grade: 0.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 500.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Combination smoke - heat
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: Present",2023-06-13,33.4208717,-111.9491043,352.0668640136719
100 N MILL AVE Tempe AZ 85281,"Area of Origin: Highway, parking lot, street: on or near
Heat Source: Heat source: other
Item First Ignited: Rubbish, trash, or waste
Cause of Ignition: Intentional
Factors Contributing To Ignition #1: Misuse of material or product, other
Human Factors #2: Possibly impaired by alcohol or drugs",2023-06-13,33.4284354,-111.9400377,355.3359069824219
977 E APACHE BLVD Tempe AZ 85281,"Number of Buildings Involved: 0.0
On Site Materials #1: Autos, trucks, buses, recreational vehicles
Material Storage Use #1: Bulk storage or warehousing
Area of Origin: Vehicle storage area; garage, carport
Heat Source: Undetermined
Item First Ignited: Undetermined
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation",2023-06-14,33.4138332,-111.9242546,357.8453063964844
1905 E VELVET DR Tempe AZ 85284,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Heating room or area, water heater area
Heat Source: Heat from powered equipment, other
Item First Ignited: Electrical wire, cable insulation
Type of Material: Sawn wood, including all finished lumber
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other
Equipment Involved: Water heater
Fire Spread: Beyond building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1217.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Fire too small to operate
AES Presence: None Present",2023-06-14,33.3440304,-111.9079575,361.7834777832031
3730 S MILL AVE Tempe AZ 85282,"Number of Residential Units: 10.0
Number of Buildings Involved: 1.0
Area of Origin: Bedroom - < 5 persons; included are jail or prison
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Undetermined
Suppression Factors #1: Roof collapse
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Building Length: 147.0
Building Width: 47.0
Fire Origin (starting story): 2.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Other
Detector Operation: Operated
Detector Effectiveness: Occupants failed to respond
AES Presence: None Present",2023-06-14,33.3898877,-111.9413401,358.3535461425781
1905 E VELVET DR Tempe AZ 85284,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
On Site Materials #1: Undetermined
Material Storage Use #1: Undetermined
Area of Origin: Courtyard, patio, porch, terrace
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-06-14,33.3440304,-111.9079575,361.7834777832031
1717 S DORSEY LN Tempe AZ 85281,"Number of Residential Units: 1.0
Acres Burned: 0.0
Area of Origin: Corridor, mall
Heat Source: Heat from powered equipment, other
Item First Ignited: Item First Ignited, Other
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Type of material first ignited, other
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Undetermined
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 0.0
Fire Origin (starting story): 1.0
Detector Presence: Undetermined
AES Presence: Undetermined",2023-06-16,33.4099284,-111.9170477,358.9434814453125
4130 S MILL AVE Tempe AZ 85282,"Number of Residential Units: 0.0
Not Residential Flag: True
Acres Burned: 0.0
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2023-06-18,33.3866141,-111.9400681,358.1246643066406
1255 W RIO SALADO PKY Tempe AZ 85281,"Area of Origin: Other
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2023-06-19,33.4299633,-111.9566736,350.4473876953125
1334 E BROADWAY RD Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 7000.0
Fire Origin (starting story): 1.0
Detector Presence: Undetermined
AES Presence: Present",2023-06-20,33.4082725,-111.9165245,359.2144775390625
1865 E BROADWAY RD Tempe AZ 85282,"Number of Residential Units: 18.0
Number of Buildings Involved: 1.0
Area of Origin: Wall assembly
Heat Source: Undetermined
Item First Ignited: Structural component or finish, other
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Sawn wood, including all finished lumber
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 1.0
Total Square Feet: 14541.0
Fire Origin (starting story): 2.0
Detector Presence: None Present
AES Presence: None Present",2023-06-20,33.4066803,-111.9062312,362.5329284667969
