INCIDENT_KEY,_addr,_desc,INC_DATE
AZ_08293_04042020_207901_0,154 W 5TH ST Tempe AZ 85281,"Number of Residential Units: 2.0
Number of Buildings Involved: 1.0
Less Than One Acre: Y
Area of Origin: Cooking area, kitchen
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Cooking materials, including edible materials
Type of Material: Cooking oil, transformer or lubricating oil
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Abandoned or discarded materials or products
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 1.0
Total Square Feet: 1273.0
Fire Origin (starting story): 2.0
Item Contributing Most to Spread: Cabinetry (including built-in)
Type Material Contributing Most To Spread: Sawn wood, including all finished lumber
Detector Presence: Detectors Present
Detector Type: More than 1 type present
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 1.0",2020-04-04
AZ_08293_04042020_207904_0,2148 E APACHE Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 4.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 40000.0
Fire Origin (starting story): 3.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Partial system present",2020-04-04
AZ_08293_04082020_208123_0,53 S PRIEST DR Tempe AZ 85281,"Not Residential Flag: Y
Acres Burned: 2.0
Area of Origin: Open area - outside; included are farmland, field
Heat Source: Chemical reaction
Item First Ignited: Light vegetation - not crop, including grass
Type of Material: Natural product, other
Cause of Ignition: Unintentional
Suppression Factors #1: Wind, including hurricanes or tornadoes",2020-04-08
AZ_08293_04082020_208137_0,809 W GROVE Tempe AZ 85283,"Number of Residential Units: 0.0
Number of Buildings Involved: 0.0
Acres Burned: 0.0
Area of Origin: Exterior balcony, unenclosed porch
Heat Source: Hot or smoldering object, other
Item First Ignited: Item First Ignited, Other
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Natural product, other
Cause of Ignition: Intentional
Factors Contributing To Ignition #1: Other factor contributed to ignition
Human Factors #3: Unattended or unsupervised person
Fire Spread: Confined to object of origin
Structure Type: Fixed portable or mobile structure
Structure Status: In normal use
Building Height: Stories Above Grade: 3.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 99.0
Fire Origin (starting story): 1.0
Detector Presence: None Present
AES Presence: None Present",2020-04-08
AZ_08293_04092020_208187_0,1005 S ASH AVE Tempe AZ 85281,"Not Residential Flag: Y
Less Than One Acre: Y
Area of Origin: Railroad right of way: on or near
Heat Source: Cigarette lighter
Item First Ignited: Heavy vegetation - not crop, including trees
Type of Material: Natural product, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Heat source too close to combustibles.
Factors Contributing To Ignition #2: Outside/open fire for warming or cooking
Human Factors #2: Possibly impaired by alcohol or drugs
Suppression Factors #1: Poor or no access for fire department apparatus
Suppression Factors #2: Trouble finding location",2020-04-09
AZ_08293_04092020_208175_0,5921 S ALDER DR Tempe AZ 85283,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Less Than One Acre: Y
Area of Origin: Courtyard, patio, porch, terrace
Heat Source: Molten, hot material
Item First Ignited: Fence, pole
Type of Material: Sawn wood, including all finished lumber
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Abandoned or discarded materials or products
Factors Contributing To Ignition #2: Heat source too close to combustibles.
Suppression Factors #1: Delayed reporting of fire
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 2050.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Fence, pole
Type Material Contributing Most To Spread: Sawn wood, including all finished lumber
Detector Presence: Undetermined
AES Presence: None Present",2020-04-09
AZ_08293_04152020_208569_0,801 E MCKELLIPS RD Tempe AZ 85281,"Number of Residential Units: 4.0
Number of Buildings Involved: 1.0
Area of Origin: Bedroom - < 5 persons; included are jail or prison
Heat Source: Candle
Item First Ignited: Rubbish, trash, or waste
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Equipment unattended
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 4000.0
Fire Origin (starting story): 2.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2020-04-15
AZ_08293_04172020_208675_0,65 E UNIVERSITY DR Tempe AZ 85281,"Number of Residential Units: 0.0
Number of Buildings Involved: 1.0
Area of Origin: Roof surface: exterior
Heat Source: Hot ember or ash
Item First Ignited: Insulation within structural area
Type of Material: Paper, including cellulose, waxed paper
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Heat source too close to combustibles.
Equipment Involved: Welding torch.
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: Under construction
Building Height: Stories Above Grade: 20.0
Building Height: Stories Below Grade: 1.0
Total Square Feet: 30000.0
Fire Origin (starting story): 3.0
Detector Presence: None Present
AES Presence: None Present",2020-04-17
AZ_08293_04182020_208747_0,200 E SOUTHERN AVE Tempe AZ 85282,"Number of Residential Units: 20.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 500.0
Fire Origin (starting story): 1.0
Detector Presence: Undetermined
AES Presence: Undetermined",2020-04-18
AZ_08293_04212020_208994_0,1224 E LEMON ST Tempe AZ 85281,"Number of Residential Units: 0.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Intentional
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: Undetermined
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 4000.0
Fire Origin (starting story): 2.0
Detector Presence: None Present
AES Presence: None Present",2020-04-21
AZ_08293_04212020_208970_0,602 E WESTCHESTER DR Tempe AZ 85283,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Attic: vacant, crawl space above top story, cupola
Heat Source: Heat from powered equipment, other
Item First Ignited: Structural component or finish, other
Type of Material: Plastic
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other
Equipment Involved: Fan
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 2000.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Structural member or framing
Type Material Contributing Most To Spread: Sawn wood, including all finished lumber
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2020-04-21
AZ_08293_04212020_208980_0,1525 E BASELINE RD Tempe AZ 85283,"Number of Residential Units: 0.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: Under major renovation
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1000.0
Fire Origin (starting story): 0.0
Detector Presence: Undetermined
AES Presence: Undetermined",2020-04-21
AZ_08293_04232020_209117_0,227 S SMITH RD Tempe AZ 85281,"Not Residential Flag: Y
Number of Buildings Involved: 1.0
Area of Origin: Cargo/trunk area - all vehicles
Heat Source: Chemical reaction
Item First Ignited: Material being used to make a product
Type of Material: Fabric, fiber, cotton, blends, rayon, wool
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Abandoned or discarded materials or products
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 3000.0
Fire Origin (starting story): 1.0
Detector Presence: None Present
AES Presence: None Present",2020-04-23
AZ_08293_04272020_209384_0,951 E LEEWARD LN Tempe AZ 85283,"Number of Residential Units: 3.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 2500.0
Fire Origin (starting story): 0.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Fire too small to operate
AES Presence: None Present",2020-04-27
AZ_08293_04292020_209539_0,1260 E UNIVERSITY DR Tempe AZ 85281,"Number of Residential Units: 20.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 4.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 800.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present",2020-04-29
AZ_08293_04292020_209516_0,2149 E WARNER RD Tempe AZ 85284,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional",2020-04-29
AZ_08293_05012020_209691_0,1312 E LA JOLLA DR Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Courtyard, patio, porch, terrace
Heat Source: Undetermined
Item First Ignited: Box, carton, bag, basket, barrel
Type of Material: Plastic
Cause of Ignition: Cause undetermined after investigation
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 2320.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Non-upholstered chair, bench
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Unknown
Detector Operation: Fire too small to operate
AES Presence: None Present",2020-05-01
AZ_08293_05032020_209785_0,2821 S EVERGREEN RD Tempe AZ 85282,"Area of Origin: Outside area, other
Heat Source: Hot or smoldering object, other
Item First Ignited: Rubbish, trash, or waste
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Other factor contributed to ignition",2020-05-03
AZ_08293_05072020_2010129_0,1714 E HERMOSA DR Tempe AZ 85282,"Number of Residential Units: 2.0
Not Residential Flag: Y
Less Than One Acre: Y
Area of Origin: Courtyard, patio, porch, terrace
Heat Source: Heat from powered equipment, other
Item First Ignited: Appliance housing or casing
Type of Material: Flammable gas, other
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other",2020-05-07
AZ_08293_05092020_2010300_0,2323 E APACHE Tempe AZ 85281,"Number of Buildings Involved: 0.0
Area of Origin: Open area - outside; included are farmland, field
Heat Source: Explosive, fireworks, other
Item First Ignited: Item First Ignited, Other
Type of Material: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Outside/open fire for debris or waste disposal
Human Factors #3: Unattended or unsupervised person",2020-05-09
AZ_08293_05102020_2010377_0,527 W PARKWAY Tempe AZ 85281,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Entrance way, lobby
Heat Source: Heat from other open flame or smoking materials
Item First Ignited: Upholstered sofa, chair, vehicle seats
Type of Material: Fabric, fiber, cotton, blends, rayon, wool
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Abandoned or discarded materials or products
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1500.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2020-05-10
AZ_08293_05132020_2010572_0,1201 S MCCLINTOCK DR Tempe AZ 85281,"Number of Residential Units: 0.0
Area of Origin: Vehicle area, other
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Plastic
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Other factor contributed to ignition",2020-05-13
AZ_08293_05132020_2010558_0,1655 E UNIVERSITY DR Tempe AZ 85281,"Number of Residential Units: 20.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 500.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Undetermined
Detector Power: Unknown
Detector Operation: Undetermined
AES Presence: None Present",2020-05-13
AZ_08293_05142020_2010637_0,842 W ORION ST Tempe AZ 85283,"Number of Residential Units: 1.0
Less Than One Acre: Y
Area of Origin: Outside area, other
Heat Source: Heat from other open flame or smoking materials
Item First Ignited: Light vegetation - not crop, including grass
Type of Material: Natural product, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Abandoned or discarded materials or products",2020-05-14
AZ_08293_05152020_2010656_0,933 E UNIVERSITY DR Tempe AZ 85281,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Other factor contributed to ignition
Human Factors #6: Multiple persons involved",2020-05-15
AZ_08293_05162020_2010745_0,7810 S PRIEST DR Tempe AZ 85284,"Not Residential Flag: Y
Number of Buildings Involved: 1.0
Area of Origin: Assembly or sales area, other
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Transformer, including transformer fluids
Type of Material: Undetermined
Cause of Ignition: Failure of equipment or heat source
Equipment Involved: Lamp, lighting, other
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 34448.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Transformer, including transformer fluids
Type Material Contributing Most To Spread: Material compounded with oil, other
Detector Presence: Detectors Present
Detector Type: Sprinkler, water flow detection
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate",2020-05-16
AZ_08293_05162020_2010761_0,136 E FREMONT DR Tempe AZ 85282,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Vehicle storage area; garage, carport
Heat Source: Heat from other open flame or smoking materials
Item First Ignited: Rubbish, trash, or waste
Type of Material: Multiple types of material
Cause of Ignition: Intentional
Factors Contributing To Ignition #1: Undetermined
Human Factors #4: Possibly mentally disabled
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 2.0
Total Square Feet: 1100.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Structural member or framing
Type Material Contributing Most To Spread: Sawn wood, including all finished lumber
Detector Presence: None Present
AES Presence: None Present",2020-05-16
AZ_08293_05192020_2010977_0,1505 W 17TH ST Tempe AZ 85281,"Not Residential Flag: Y
Area of Origin: Equipment or service area, other
Heat Source: Spark, ember or flame from operating equipment
Item First Ignited: Dust, fiber, lint, including sawdust and excelsior
Type of Material: Combustible metal, included are magnesium
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Cutting, welding too close to combustible
Equipment Involved: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 20000.0
Fire Origin (starting story): 1.0
Detector Presence: None Present
AES Presence: Present
AES Operation: Fire too small to Operate",2020-05-19
AZ_08293_05222020_2011204_0,2625 S ROOSEVELT ST Tempe AZ 85282,"Not Residential Flag: Y
Number of Buildings Involved: 1.0
Area of Origin: Processing/manufacturing area, workroom
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Item First Ignited, Other
Type of Material: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 20000.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Detectors Present
Detector Type: Sprinkler, water flow detection
Detector Power: Hardwire with battery
Detector Operation: Fire too small to operate
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate",2020-05-22
AZ_08293_05222020_2011223_0,700 E WEBER DR Tempe AZ 85281,"Number of Residential Units: 22.0
Number of Buildings Involved: 1.0
Area of Origin: Roof surface: exterior
Heat Source: Spark, ember or flame from operating equipment
Item First Ignited: Structural component or finish, other
Type of Material: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Heat source too close to combustibles.
Factors Contributing To Ignition #2: Installation deficiency
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 4680.0
Fire Origin (starting story): 2.0
Item Contributing Most to Spread: Structural member or framing
Type Material Contributing Most To Spread: Sawn wood, including all finished lumber
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Fire too small to operate
AES Presence: None Present",2020-05-22
AZ_08293_05222020_2011269_0,2015 W ALAMEDA DR Tempe AZ 85282,"Not Residential Flag: Y
Number of Buildings Involved: 1.0
On Site Materials #1: Industrial Machinery
Material Storage Use #1: Processing or manufacturing
Area of Origin: Processing/manufacturing area, workroom
Heat Source: Heat, spark from friction
Item First Ignited: Conveyor belt, drive belt, V-belt
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Rubber, excluding synthetic rubbers
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Industrial furnace, kiln
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 13209.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: More than 1 type present
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate",2020-05-22
AZ_08293_05232020_2011297_0,700 E WEBER DR Tempe AZ 85281,"Number of Residential Units: 22.0
Number of Buildings Involved: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Human Factors #2: Possibly impaired by alcohol or drugs
Human Factors #4: Possibly mentally disabled
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 4900.0
Fire Origin (starting story): 2.0
Item Contributing Most to Spread: Multiple items first ignited
Type Material Contributing Most To Spread: Multiple types of material
Detector Presence: None Present
AES Presence: None Present",2020-05-23
AZ_08293_05252020_2011529_0,1050 E CARVER RD Tempe AZ 85284,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2020-05-25
AZ_08293_05252020_2011493_0,1866 E TULANE DR Tempe AZ 85283,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional",2020-05-25
AZ_08293_05272020_2011634_0,700 E WEBER DR Tempe AZ 85281,"Number of Residential Units: 22.0
Number of Buildings Involved: 1.0
Area of Origin: Roof surface: exterior
Heat Source: Flame/torch used for lighting
Item First Ignited: Structural component or finish, other
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Adhesive, resin, tar, glue, asphalt, pitch
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Misuse of material or product, other
Equipment Involved: Coating machine, including asphalt-saturating
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 5000.0
Fire Origin (starting story): 2.0
Detector Presence: None Present
AES Presence: None Present",2020-05-27
AZ_08293_05282020_2011741_0,1330 E ORANGE ST Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Courtyard, patio, porch, terrace
Heat Source: Hot ember or ash
Item First Ignited: Box, carton, bag, basket, barrel
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Cardboard
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Abandoned or discarded materials or products
Human Factors #3: Unattended or unsupervised person
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1700.0
Fire Origin (starting story): 1.0
Detector Presence: None Present
AES Presence: None Present",2020-05-28
AZ_08293_05282020_2011767_0,550 W MANHATTON DR Tempe AZ 85282,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation",2020-05-28
AZ_08293_05292020_2011796_0,5510 S BECK AVE Tempe AZ 85282,"Not Residential Flag: Y
Acres Burned: 2.0
Area of Origin: Open area - outside; included are farmland, field
Heat Source: Cigarette lighter
Item First Ignited: Rubbish, trash, or waste
Type of Material: Paper, including cellulose, waxed paper
Cause of Ignition: Intentional
Human Factors #2: Possibly impaired by alcohol or drugs
Suppression Factors #1: Poor access for firefighters",2020-05-29
AZ_08293_05312020_2011971_0,2026 E APACHE Tempe AZ 85281,"Number of Residential Units: 3.0
Less Than One Acre: Y
Area of Origin: Outside area, other
Heat Source: Undetermined
Item First Ignited: Heavy vegetation - not crop, including trees
Type of Material: Natural product, other
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2020-05-31
AZ_08293_05312020_2012037_0,1901 E APACHE Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation",2020-05-31
AZ_08293_05312020_2012039_0,1811 E APACHE Tempe AZ 85281,"Number of Residential Units: 20.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 500.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Undetermined
Detector Power: Unknown
Detector Operation: Undetermined
AES Presence: None Present",2020-05-31
AZ_08293_06012020_2012071_0,730 W 22ND ST Tempe AZ 85282,"Area of Origin: Cargo/trunk area - all vehicles
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2020-06-01
AZ_08293_06032020_2012267_0,2150 E UNIVERSITY DR Tempe AZ 85281,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Hot or smoldering object, other
Item First Ignited: Electrical wire, cable insulation
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other",2020-06-03
AZ_08293_06052020_2012414_0,2505 W BROADWAY RD Tempe AZ 85282,"Area of Origin: Vehicle area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2020-06-05
AZ_08293_06062020_2012478_0,2723 N MYRTLE AVE Tempe AZ 85281,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Bedroom - < 5 persons; included are jail or prison
Heat Source: Heat from powered equipment, other
Item First Ignited: Appliance housing or casing
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other
Equipment Involved: Fan
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1600.0
Fire Origin (starting story): 1.0
Type Material Contributing Most To Spread: Plastic
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Failed to Operate
Detector Failure Reason: Battery missing or disconnected
AES Presence: None Present",2020-06-06
AZ_08293_06082020_2012647_0,7500 S PRIEST DR Tempe AZ 85283,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2020-06-08
AZ_08293_06092020_2012712_0,1214 E BROADMOR DR Tempe AZ 85282,"Number of Residential Units: 2.0
Number of Buildings Involved: 2.0
Area of Origin: Vehicle area, other
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Beyond building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1260.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2020-06-09
AZ_08052_06092020_2011112_0,1214 E BROADMOR DR Tempe AZ 85282,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined",2020-06-09
AZ_08293_06102020_2012830_0,1427 N SUNSET DR Tempe AZ 85281,"Number of Residential Units: 4.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional",2020-06-10
AZ_08293_06132020_2013018_0,7303 S KYRENE RD Tempe AZ 85283,"Area of Origin: Outside area, other
Heat Source: Arcing
Item First Ignited: Fence, pole
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Other factor contributed to ignition
Structure Type: Structure type, other",2020-06-13
